gene,Absorptive,B_plasma,Basal,Conventional_CD4,Conventional_CD8,Cycling_T/NK,Cycling_endothelia,Cycling_epithelia,DC,Enteroendocrine,Epithelial_progenitor,Epithelial_stem,Erythrocyte,Fibroblast,Glia,Granulocyte,Immature_B,Intestinal_Cajal_cell,Keratinocyte,Lymphatic_endothelia,Lymphoid_stromal_cell,Macrophage,Mature_B,Megakaryocyte/platelet,Melanocyte,Mesoderm,Mesothelium,Microfold,Monocyte,Myoblast/myocyte,Myofibroblast,NK,Neuron,Neuron_progenitor,Pericyte,Salivary/Submucosal_glands,Secretory,Smooth_muscle,Transit_amplifying,Treg,Unconventional_T/ILC,Vascular_endothelia,signature_variance
S100A8,1.0,1.0,1688.61964067368,1.0,1.0,1.0,1.0,2958.50135618708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41671.3819112441,1.0,1.0,1.0,1.0,753.7286404554,1.0,1.0,1.0,1.0,10795.8505394375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.618029600471172
MFAP4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1413.90508316607,1.0,1.0,1.0,1124.73305041353,1.0,96.8547493941351,2256.32961123575,1.0,1.0,1.0,1.0,1850.61569609986,181.607532986546,1.0,1.0,298.42790471692,2948.44355364384,1.0,1.0,1.0,314.345802483425,1.0,1.0,595.06084070696,1.0,1.0,1.0,1.0,6.595582011941503
CAV1,1.0,1.0,223.312696635116,1.0,1.0,1.0,1078.92648310034,1.0,1.0,1.0,1.0,1.0,1.0,256.583632384291,1.0,1.0,1.0,62.7308566590844,1.0,1127.08475483709,1.0,1.0,1.0,1.0,950.627242744009,1.0,680.573009578384,56.4390900029018,1.0,1.0,700.447768968825,1.0,1.0,1.0,877.678740773174,1.0,1.0,863.360630681101,1.0,1.0,1.0,1440.85416226871,6.581958502021341
ACTA2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,399.413870861056,56.4895460889028,1.0,1.0,680.060617361112,1.0,1.0,440.258778169556,1.0,1.0,1.0,1.0,733.105204270926,62.1790535106821,1.0,1.0,1.0,4721.11649185026,1.0,1.0,1.0,3403.3378893274,1.0,1.0,8755.68470579825,1.0,1.0,1.0,1.0,6.555722644524211
CCL4,1.0,1.0,1.0,1.0,4080.76540189206,1488.68546204529,1.0,1.0,295.47384922835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2038.62930848951,1.0,1.0,1.0,1.0,1.0,1.0,1468.72380961246,1.0,1.0,5181.44997034114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1144.56338083074,1.0,6.534770492331641
DCN,1.0,1.0,358.431594359241,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3551.78525250084,1.0,1.0,1.0,308.688113353343,1.0,1.0,1720.75884378635,1.0,1.0,1.0,1.0,1610.11520935845,511.676227571181,1.0,1.0,124.552489468272,2525.47539661999,1.0,1.0,1.0,665.040529334993,1.0,1.0,103.547259516928,1.0,1.0,1.0,1.0,6.528523179495766
PTN,1.0,1.0,175.089528016252,1.0,1.0,1.0,1.0,100.327973430432,1.0,1.0,1.0,1.0,1.0,1343.03837159538,445.635231879377,1.0,1.0,250.649931265579,222.819622147402,1.0,672.169844865045,1.0,1.0,1.0,1.0,701.915906331186,399.760668105583,1.0,1.0,126.09171687195,762.909869685914,1.0,237.856629492839,282.498270499691,606.849025570726,1.0,1.0,482.909211413193,1.0,1.0,1.0,1.0,6.521574217133489
H19,145.308260812623,1.0,1.0,1.0,1.0,1.0,538.224473190801,204.411106175369,1.0,1.0,624.407364996235,113.014388150726,1.0,437.350743478008,1.0,1.0,1.0,1410.90708808858,1.0,1.0,168.899976546308,1.0,1.0,1.0,1.0,308.042298781874,482.332004706142,99.8718842365887,1.0,1360.19600017387,147.500185517908,1.0,1.0,71.3858056114564,715.809328532956,1.0,1.0,131.784516687619,1.0,1.0,1.0,418.107917307871,6.488340962245567
RAC2,1.0,72.8583422362842,1.0,461.51038329768,578.91942776718,878.362662416818,1.0,1.0,121.194421496437,1.0,1.0,1.0,1.0,1.0,1.0,469.831819347159,576.832703980334,1.0,1.0,1.0,1.0,93.8648542953761,673.187086099384,498.215590776651,1.0,1.0,1.0,1.0,164.445939940569,1.0,1.0,729.91853286096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,712.725735469524,751.659372091398,1.0,6.4824928154761015
CCN1,1.0,1.0,90.9255124435741,1.0,1.0,1.0,172.541681565588,1.0,1.0,1.0,93.9794767417423,34.2565658057368,1.0,639.634409601995,593.074913872745,1.0,1.0,175.335554278519,1.0,120.09364344564,379.688374403067,1.0,1.0,1.0,1.0,702.460056163283,907.13247826106,1.0,1.0,333.526890792703,921.28265393579,1.0,1.0,424.381178779723,546.237884692382,1.0,1.0,630.063701600567,1.0,1.0,1.0,170.589138935852,6.4812782241756866
LGALS3,2178.72430692647,41.2214056603011,375.365372660055,1.0,1.0,162.179214333219,143.534582707763,800.447728721969,221.78223048618,117.013095380007,1881.09554109877,1086.35146011991,1.0,454.058278055587,270.065477130541,654.669343521449,1.0,1.0,609.013547407169,784.212259101691,200.180345873141,248.663677792836,1.0,1.0,1970.45471572286,1.0,238.837385892052,1950.94366373167,283.023031854624,36.1587919412103,119.496626738608,1.0,1.0,102.968734604683,253.815383524177,409.555291006079,764.416117938685,79.2267257669246,930.68450492277,1.0,1.0,634.158810865999,6.466859021335686
ID1,342.408106146598,1.0,511.104655356647,1.0,1.0,1.0,846.206265145148,461.017964538954,1.0,472.04401007007,87.9787022750454,219.287093888423,1.0,116.021916102948,189.793347121282,1.0,1.0,1.0,642.502446836877,442.031454551685,86.0572506776359,1.0,1.0,1.0,1.0,109.310488044109,523.93745563815,249.020121634301,1.0,74.7201622857948,1.0,1.0,228.040589042421,78.3171676115237,182.878143017905,1.0,531.473207526664,281.044362874551,192.728538172239,1.0,1.0,1825.10970493701,6.4639093763572
GMFG,1.0,95.6740503313951,1.0,494.313746214261,460.085228846135,718.517928662737,302.51735050859,1.0,289.520087249226,1.0,1.0,1.0,1.0,1.0,1.0,375.838233943676,231.979175669371,1.0,1.0,383.369205850065,1.0,380.46987621084,242.566137737692,205.164967862393,1.0,1.0,1.0,1.0,489.845405975948,1.0,1.0,466.509331130587,1.0,1.0,74.0419558474999,1.0,1.0,1.0,1.0,585.922334909035,306.735981833952,152.026486627985,6.463795022807689
TNFAIP3,1.0,41.782871155199,1.0,971.148198911034,921.163388693261,274.991335821276,91.8461940690669,1.0,319.108103386559,1.0,1.0,1.0,1.0,1.0,1.0,682.751947141151,1.0,1.0,51.1759021742574,1.0,106.976069095398,326.646649185786,1.0,189.18215761385,1.0,1.0,1.0,122.006516185849,770.15532522001,1.0,1.0,752.022186739742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,657.62775347031,982.202277788908,1.0,6.4575191423453395
IFITM2,1.0,1.0,364.113420481119,468.977797261695,545.631463174015,420.099853698377,755.020991073873,1.0,258.62552473615,1.0,1.0,1.0,1.0,575.622721677528,408.349829226412,571.410357968275,392.441342124008,54.413387279716,65.1622159939537,1046.59317467114,445.96563092719,250.898474964562,274.00312650221,1412.84672629014,397.59593780262,361.597383789065,346.517074241382,1.0,1091.27655287203,106.730376210441,365.925779497578,1990.0511355148,1.0,165.265413529177,828.158862227503,1.0,1.0,295.73291895733,1.0,346.950216210683,767.032067495334,1285.98390817679,6.440641108266421
IFITM1,67.7355177473318,1.0,100.187950648882,542.393663883243,592.242746060391,379.595018811316,472.835542387023,1.0,1.0,1.0,1.0,97.0912743355492,1.0,459.429441696041,1.0,1.0,181.433731901548,1.0,1.0,1.0,385.622953258743,1.0,104.865409112274,189.18215761385,1.0,1.0,37.0977426992052,84.9813556873107,1.0,1.0,104.800799428016,1808.46995928363,1.0,1.0,588.242943817871,1.0,1.0,1.0,65.4613824783353,458.961527500093,859.229710659151,567.551639490714,6.4321543497857965
IGFBP2,57.8035291025006,1.0,238.190143565138,1.0,1.0,1.0,460.315149615674,268.579196554432,1.0,407.900091730291,327.377507852673,260.137383155512,1.0,335.113722765066,406.99654540569,1.0,1.0,744.082686969982,79.1737157149554,1.0,1.0,1.0,1.0,1.0,1.0,144.217173891474,737.01864823859,101.653877803764,1.0,923.268937638709,1.0,1.0,292.427750128607,417.94708472591,344.32220937756,1.0,271.535625864641,122.816505631401,149.392311024259,1.0,1.0,314.140816084732,6.420827113827359
PIGR,2363.57803894418,1.0,1.0,1.0,1.0,1.0,1.0,561.741321262759,1.0,157.586240080183,1.0,1178.82999341274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,174.032061042984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3808.31302747566,2152.40607697717,1.0,3202.17233024036,1.0,1.0,1.0,6.408308777225603
FABP1,6875.54345230388,1.0,1.0,1.0,1.0,1.0,1.0,525.891912900562,1.0,149.77299929444,2052.3395903749,567.257137699546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4843.58774468133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,455.77813066391,1.0,763.869928713798,1.0,1.0,1.0,6.40495830729686
CCL5,1.0,1.0,1.0,839.758054914966,5022.38764312065,1239.19313945745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,753.7286404554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4017.90589924371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139.249131887019,5350.66262382422,1.0,6.394773577165282
CNN3,1.0,1.0,1.0,1.0,1.0,1.0,429.140036260771,1.0,1.0,90.8120524606404,33.0506172442692,49.7033482557477,54.79044680481,510.712675851163,1058.56247537199,1.0,1.0,423.300128598169,135.32045341885,653.128180404489,345.346481182423,1.0,1.0,1.0,263.147816285264,393.073555283992,335.5754184563,1.0,1.0,203.159248064472,346.189999878203,1.0,196.49585726064,586.640757916361,692.272937225833,1.0,1.0,304.137608113061,69.6068951990192,1.0,1.0,387.314078253257,6.381002429946883
TCF4,1.0,41.9893777304993,1.0,1.0,1.0,1.0,500.067843496898,1.0,108.001263035154,1.0,1.0,1.0,1.0,583.65502674488,359.678955195082,1.0,179.063482255043,238.100383682295,1.0,458.065960426451,263.723616647305,108.099356500229,233.922849348302,1.0,1.0,428.219130972136,130.530977505493,1.0,1.0,304.228559895962,317.69660274504,1.0,535.113422224043,450.506974553456,314.314432355626,1.0,1.0,209.890051648591,1.0,1.0,1.0,683.985460317829,6.361646931144158
IFITM3,76.5612013057314,1.0,944.238205441786,1.0,1.0,1.0,2031.41150816929,166.661560604277,459.284193530764,85.8073328197557,160.232746665264,168.628030592127,1.0,2167.94094755101,1729.91078113402,260.23858962654,1.0,612.157495930051,44.7160936880403,2654.39165303577,1620.00411196298,514.078184371996,1.0,1094.87428470863,853.719205184364,1057.19981153484,1384.85945184105,68.5012215949243,1003.57588909136,490.767465731303,1463.51314767735,340.181807130873,1.0,484.778060179342,2468.26360719096,82.3617720649327,142.384774006832,740.744990751949,132.361911307078,1.0,122.091662248124,3015.07753724535,6.356997942902057
TIMP3,1.0,1.0,1.0,1.0,1.0,1.0,383.356023666672,1.0,1.0,1.0,1.0,1.0,1.0,402.24994528462,822.037000244904,197.082683114025,1.0,497.970502049311,1.0,1534.70882409406,128.582396470171,1.0,1.0,1.0,1.0,158.733358626171,96.2117203946038,1.0,1.0,152.302540307766,208.880103737446,1.0,108.798664092301,277.164833871835,453.139574891256,1.0,1.0,413.247500195204,1.0,1.0,1.0,799.765664437863,6.340430838773099
CKB,1143.77816482587,1.0,110.154714033028,1.0,1.0,1.0,1.0,293.608755469816,1.0,338.872873406852,1647.40720987921,413.477488215875,1.0,1.0,196.8537130879,1.0,1.0,91.1820730951915,1.0,1.0,1.0,1.0,1.0,1.0,130.012212590782,1.0,117.601750333884,66.6675605504474,1.0,138.95519504809,138.885466570259,1.0,494.29439915073,494.784415455619,60.7037395070795,1.0,273.816671260808,1174.94718431128,256.605719252675,1.0,1.0,1.0,6.337453794366336
IGFBP4,1.0,1.0,64.096122870479,1.0,1.0,1.0,1190.70752707885,1.0,1.0,1.0,1.0,1.0,1.0,597.952473851597,400.235175191808,1.0,1.0,319.162015700347,1.0,784.066096956133,355.413080781155,1.0,1.0,1.0,1.0,279.479576859075,383.178137167359,1.0,1.0,1.0,242.3352815007,1.0,1.0,127.501505712944,314.267275069289,1.0,1.0,303.269636449085,40.8861196738368,1.0,1.0,1342.98801674087,6.332533896759361
LTB,1.0,1.0,1.0,1090.80161386194,416.729071040065,679.283008171266,1.0,1.0,295.798389349933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1320.7711400549,1.0,1.0,1.0,1.0,1.0,1298.97021274083,1.0,1.0,1.0,1.0,259.636338204655,1.0,1.0,1.0,202.882395229878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1389.80375138499,998.46307416837,1.0,6.308265684957118
AREG,190.368800640973,1.0,347.654696380771,254.261153404874,1.0,1.0,1.0,54.3996564872525,639.927945651585,1.0,1.0,90.0805525223696,1.0,1.0,1.0,1183.52237992602,264.273726958578,1.0,158.263184933272,1.0,1.0,1.0,117.977722216977,1.0,1.0,1.0,1.0,61.1515915746568,924.968739674088,1.0,1.0,2024.91399449644,1.0,1.0,1.0,1.0,130.891646003651,1.0,204.622388204768,1.0,1006.47139330629,1.0,6.287383669821442
ELF3,1146.76195113886,1.0,88.5047698890175,1.0,1.0,1.0,1.0,581.687742768078,1.0,604.722557033922,537.601309243136,1058.45465080752,1.0,1.0,1.0,1.0,1.0,1.0,433.820966380107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,390.657463974755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,202.118250387213,988.578282422065,1.0,1048.49747419716,1.0,1.0,1.0,6.271420222458389
PMP22,69.2488532481181,1.0,1.0,1.0,1.0,1.0,115.080905473106,1.0,1.0,1.0,1.0,1.0,1.0,409.66197972016,1139.91232950891,161.639453679554,1.0,156.616927239266,1.0,273.276482273567,505.556527933571,106.025357706128,1.0,95.5715929931908,571.082164425628,354.719804709516,358.351677408715,220.269770075996,1.0,292.276464542629,546.336226070729,1.0,59.0410094023598,354.630991266687,461.476305186075,1.0,1.0,276.284166819944,1.0,1.0,1.0,207.833065439754,6.2397433798287105
SERPINH1,72.378466128536,1.0,72.8696394888232,1.0,1.0,1.0,829.769515026283,77.5068998798908,1.0,1.0,157.533967235392,68.1375368236977,1.0,474.445725326094,342.689909734105,1.0,1.0,401.761126493216,1.0,197.477735717078,448.207405079835,1.0,1.0,1.0,1.0,613.770546242907,477.596003771149,40.4133134063618,1.0,300.437739449997,516.745563150322,1.0,1.0,98.4649392068823,683.612925014348,1.0,1.0,339.540642665849,1.0,1.0,1.0,366.945681656081,6.232994110069188
EPCAM,1096.88577763416,1.0,1.0,1.0,1.0,1.0,1.0,501.699957946627,1.0,765.755936375943,1288.35775531641,1095.42741229195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1399.17835325579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,259.914595061646,593.623833095758,1.0,892.140189614088,1.0,1.0,1.0,6.214469017793918
NREP,1.0,1.0,1.0,1.0,1.0,1.0,152.282477076894,39.6451621079908,1.0,52.4337936573596,88.2726321368177,47.3015546093067,1.0,484.768218525348,182.754669132501,1.0,1.0,465.295111785447,1.0,61.1118001894541,406.047665446436,1.0,1.0,1.0,1.0,837.848066481151,710.45045650257,1.0,1.0,142.649560129244,545.856467371372,1.0,1919.99280252574,290.666659794754,526.428208078114,1.0,1.0,306.287520767336,1.0,1.0,1.0,53.8791789064138,6.181470326388548
FCER1G,1.0,1.0,1.0,1.0,1.0,94.8987596898047,37.2386812684169,1.0,995.591342748984,1.0,1.0,1.0,1.0,1.0,1.0,1455.34723544219,1.0,1.0,1.0,1.0,1.0,1872.74770816644,1.0,2246.81473148632,1.0,1.0,1.0,1.0,1948.24643953238,1.0,1.0,1215.36229217565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,346.775007772161,1.0,6.163311104444113
CLDN4,1026.57868353571,1.0,1.0,1.0,1.0,1.0,1.0,363.510360672884,1.0,678.561370659356,590.845180529358,701.497615399605,1.0,1.0,1.0,1.0,1.0,1.0,693.023032658774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,947.639641245396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,282.281213096114,579.167378981199,1.0,773.027300580696,1.0,1.0,1.0,6.161726347485005
TSPAN8,1134.5364917736,1.0,1.0,1.0,1.0,1.0,1.0,633.394481090883,1.0,214.063933304394,1428.93003656121,2085.61735796711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,989.72815857683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,146.548020310263,976.196881930752,1.0,922.420916956103,1.0,1.0,1.0,6.159193372092085
S100A14,622.488941473675,1.0,1052.18528926432,1.0,1.0,1.0,1.0,1265.18680347971,1.0,1.0,254.393469618745,187.451387883818,1.0,1.0,1.0,1.0,1.0,1.0,5302.33032238763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,997.118355337314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,203.203119068541,262.039948801171,1.0,246.585164089673,1.0,1.0,1.0,6.141419051879903
SOX4,166.443478133663,1.0,157.793630486725,1.0,1.0,1.0,438.882581898211,162.920136550684,141.30367296727,644.656240104367,282.083450460558,343.684682467495,1.0,518.194355390152,729.415175852808,297.33194500436,1.0,362.672115518699,1.0,302.486143884632,598.617635549464,1.0,1.0,190.143185986382,378.887403871509,655.232435319266,449.446604787811,83.6918488878903,1.0,303.885132366976,598.794834673063,1.0,1734.00739791873,688.075960103089,770.628003473792,62.2427608991091,258.741104836481,577.087306813582,275.909764757203,1.0,1.0,321.053795276158,6.140308050005743
TYROBP,1.0,1.0,1.0,1.0,1.0,92.5206538548886,1.0,1.0,1841.29606876997,1.0,1.0,1.0,1.0,1.0,1.0,940.14016835643,1.0,1.0,1.0,1.0,1.0,3140.00667979384,1.0,409.329930724786,1.0,1.0,1.0,1.0,3262.22125784953,1.0,1.0,1607.80914367516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,312.605904044587,1.0,6.1078645269656215
RGS2,1.0,186.738182991274,1.0,264.128148154366,225.310645322935,118.041729515546,1.0,1.0,631.430425894954,473.847494728485,1.0,1.0,1.0,104.711363243567,1.0,1590.89774925222,160.359818045753,1.0,1.0,1.0,145.030000954328,631.178597910973,350.468356865461,1.0,1.0,284.335034862892,80.4095826554522,1.0,712.86203036942,1.0,178.685690850112,151.264131779597,1.0,70.1368883776535,105.715506064065,1.0,1.0,292.212784680682,1.0,97.5857424955973,307.294916135956,1.0,6.099503360315444
DUSP2,1.0,151.288458759808,1.0,361.175114855741,828.473943660048,310.395904652446,1.0,1.0,353.826119540245,1.0,1.0,1.0,1.0,1.0,1.0,157.992578900703,183.517432144073,1.0,1.0,1.0,1.0,95.9815047454898,401.430503119626,1.0,1.0,1.0,114.62106872551,1.0,406.28536856005,1.0,1.0,1555.34080762425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,508.541632063716,676.470749445443,1.0,6.097299116453723
STMN1,1.0,1.0,280.403777741763,1.0,1.0,2150.5861152287,2069.71895306798,448.878003701187,164.016574775901,569.32541151729,391.244798045302,132.225871532726,157.288453596838,982.156692633318,1481.09121508926,595.18328341259,158.948501378049,1868.57846768798,1.0,743.076860340788,462.49813615167,225.774947518745,440.923033933697,1.0,631.138505290314,1296.37224768725,1221.95752590324,1.0,1.0,528.952712349374,528.790616223105,189.020952632378,4270.89404969841,2398.86667374855,757.867447816791,1.0,115.938576456425,1086.51649299076,258.16973024,132.324222772625,113.352330822462,346.572770702679,6.0785734961135836
NR4A2,1.0,1.0,1.0,400.827953383814,667.96075266768,150.935581275756,1.0,1.0,458.872320122644,94.0939662155127,1.0,1.0,1.0,1.0,133.442843946449,422.128878214004,406.087365659808,1.0,1.0,1.0,1.0,239.043349154677,454.218861150789,95.5715929931908,185.818888132456,1.0,1.0,1.0,496.794423055653,1.0,1.0,660.769894290818,1.0,70.5073833597892,1.0,84.2463301522525,1.0,76.3840138698419,1.0,268.473834219026,603.164528305655,94.0455613698768,6.06459473268719
LGALS4,2072.20591554143,1.0,1.0,1.0,1.0,1.0,1.0,246.461174744169,1.0,671.724182476166,411.832226874352,839.047711678033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1945.50142990064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1500.37184766723,1.0,1609.67433194477,1.0,1.0,1.0,6.064055222713584
MT2A,1661.22800533749,91.2814100072936,9084.44528286897,381.917779207234,336.062521493812,966.384476230148,364.280045488291,1593.65891698542,205.423077228923,874.298790828684,1146.34027051617,851.727141785029,3727.78898500025,1051.56045032002,875.961122195579,420.201231042189,1.0,1.0,205.758806303897,749.897774339954,1.0,779.069054772944,1.0,1.0,825.677572950391,1.0,596.770864080283,840.410682303284,2697.37227396509,244.33512027415,98.6579955149804,348.755741042899,1.0,338.006077831097,1017.32027728742,1.0,1089.43895810728,1097.91274279833,1142.08086927018,299.28115903597,541.005158715139,531.215859800385,6.060164114063183
TAGLN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,297.587557086421,1.0,1.0,1.0,174.500265501239,1.0,1.0,400.134779629478,1.0,1.0,1.0,1.0,283.338868172869,181.975054286466,1.0,1.0,87.6932095772704,3910.390043736,1.0,1.0,1.0,1864.29187409425,1.0,1.0,10684.4244035574,1.0,1.0,1.0,1.0,6.057471599276178
SPINT2,390.409460599083,31.5471457778506,357.581306195565,1.0,1.0,1.0,1.0,407.037439409336,246.009512086915,554.651597892377,656.594503645922,375.775669248785,45.948405172311,1.0,1.0,120.776462909982,61.2859062010964,1.0,367.685387876741,1.0,1.0,239.318217732775,103.95485866026,1.0,1.0,1.0,383.61577391806,731.070541314034,104.170263592869,1.0,1.0,1.0,114.992771821534,1.0,1.0,533.120975744074,386.974898477015,1.0,305.941189737454,55.9162711989157,1.0,1.0,6.052092002180268
HCST,1.0,1.0,1.0,482.667327639243,1018.80713878271,425.1939767396,1.0,1.0,319.46082041691,1.0,1.0,1.0,1.0,1.0,1.0,158.258282510292,1.0,1.0,1.0,1.0,1.0,486.978467404273,123.002473627479,1.0,1.0,1.0,1.0,1.0,540.465665230725,1.0,1.0,1323.05300490658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,535.321818555129,936.609494618991,1.0,6.020878114639326
PERP,167.619583447953,1.0,1257.9078299486,1.0,1.0,1.0,1.0,813.673911922428,1.0,276.692410535142,201.176635529491,189.591056819486,1.0,1.0,1.0,1.0,1.0,1.0,3017.933970169,123.70518288855,1.0,1.0,1.0,1.0,209.497035795426,1.0,37.0725944622025,255.603864364346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,590.730928633641,180.979736992915,1.0,133.83156965072,1.0,81.3143118081155,81.0822996256354,6.003329857512323
KCNQ1OT1,120.724227973474,1.0,1.0,1.0,1.0,1.0,85.0228155329169,129.004119024668,1.0,195.200746699282,523.024493571905,192.089799301677,1.0,305.814823138508,231.526335578608,1.0,1.0,468.739261251602,1.0,1.0,186.431834519519,1.0,1.0,1.0,1.0,665.321134492855,411.882141271219,89.046108086171,1.0,808.193148269676,435.903839776266,1.0,264.750314909599,280.511742398765,291.368790573694,97.5717872681202,99.0046778486311,359.219149843583,67.9977104532243,1.0,1.0,1.0,5.996828639128986
ZEB2,1.0,1.0,1.0,1.0,119.568848983477,62.4569829692953,1.0,1.0,186.199567279578,1.0,1.0,1.0,1.0,354.175311648655,379.773813998187,275.130381008654,102.68539407153,1.0,1.0,1.0,454.526125152714,390.546450166952,1.0,1.0,359.382688108459,458.436166055746,1.0,1.0,543.387426268442,151.274654875516,604.067189027773,197.288569430947,91.7782475450392,272.663821958443,495.105529569062,1.0,1.0,77.0592034974826,1.0,1.0,95.5834374834299,1.0,5.981552717400949
MEST,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.5746857910993,1.0,1.0,220.650820316418,84.1242149664592,1.0,407.253529568121,1.0,1.0,1.0,737.544114737263,1.0,1.0,224.186042937657,1.0,1.0,1.0,1.0,836.844825868813,577.079858246786,1.0,1.0,2031.7878247504,215.841575293974,1.0,184.563531450231,61.4716509964357,503.108022406838,1.0,1.0,287.525158172949,1.0,1.0,1.0,1.0,5.975433135469535
LSP1,1.0,95.096705741825,74.1765715788796,240.995131259103,418.874670971706,475.97223220748,1.0,1.0,672.10552088501,1.0,1.0,1.0,1.0,100.334373418098,1.0,1.0,357.304994130044,1.0,1.0,1.0,1.0,146.930822545835,510.598445543547,1.0,1.0,1.0,1.0,1.0,432.640805983034,95.1888756878564,1.0,715.106058107527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,400.035248719569,666.709062602504,1.0,5.967141835292263
